x,y
113.94791399999998,22.587419
113.863109,22.573317000000007
113.946514,22.588628
113.923284,22.522247
113.917151,22.514813
113.923963,22.526791
113.922668,22.555494
113.942815,22.533067000000006
113.956827,22.562112
113.866793,22.562517
113.919739,22.528291
113.885821,22.571068
113.897534,22.568543
113.884602,22.566779
113.943057,22.507138
113.922151,22.510019
113.991825,22.594659
113.929137,22.491309
113.982755,22.588848
113.893483,22.459048000000006
113.863802,22.587149
113.95448799999998,22.581476
113.966026,22.531798
113.917945,22.502633
113.925378,22.527426
113.987662,22.590546
113.918624,22.528159
113.900801,22.52476
113.92233,22.507591
113.921894,22.507677
113.947971,22.534206
113.966144,22.571588
113.958139,22.546887
113.864063,22.585545
113.932591,22.515625
113.853055,22.588235
113.896944,22.477777
113.918284,22.518073
113.879466,22.566719
113.9198,22.514646
113.97638,22.560619
113.918996,22.527486
113.921368,22.511978
113.933005,22.56835
113.870465,22.558788
113.904169,22.572813
113.892459,22.576994
113.938572,22.546976
113.943544,22.502564000000003
113.946614,22.520619
113.933403,22.503509
113.892649,22.474573
113.973463,22.539512
113.86078899999998,22.563688
113.964372,22.58844
113.858692,22.58733
113.949535,22.540599
113.936507,22.520756
113.956344,22.576631
113.923389,22.52621
113.944133,22.503006
113.921595,22.510353
113.876695,22.57758
113.942732,22.509149
113.865617,22.576348
113.892016,22.577291
113.888038,22.568091
113.875087,22.581979
113.954305,22.565477
113.909754,22.575767000000006
113.859977,22.58508
113.863875,22.587487
113.98166299999998,22.555128
113.865193,22.585403
113.869242,22.58083
113.921356,22.533528
113.93398700000002,22.506325
113.946818,22.520598
113.977106,22.55426
113.85168,22.595487
113.967031,22.527831
113.927016,22.574169
113.921408,22.512707
113.901687,22.556242
113.854879,22.588674
113.870082,22.578397
113.923942,22.485113
113.866728,22.582812
113.917646,22.490938
113.856078,22.578149
113.871761,22.595447
113.934523,22.520185
113.900726,22.503059
113.92773400000002,22.502142000000006
113.934779,22.540209
113.953305,22.563083
113.860921,22.605486
113.91021299999998,22.513294
113.89198799999998,22.490287
113.879623,22.566629
113.855127,22.619863
113.893292,22.586432
113.869817,22.596156
113.952897,22.558377
113.926402,22.536929
113.880967,22.57321
113.898979,22.566577
113.867969,22.581849
113.918838,22.527141
113.926616,22.508255
113.893503,22.586343
113.861928,22.584563
113.871936,22.576523
113.847615,22.607171
113.879473,22.579214
113.926659,22.540679
113.947502,22.534807
113.859725,22.586639
113.948873,22.540553
113.919748,22.513179
113.861741,22.584057
113.936568,22.507891
113.923257,22.515721
113.89306,22.561381
113.93097,22.515191
113.869656,22.594761
113.952528,22.572931
113.899991,22.560281
113.862238,22.572370000000006
113.917208,22.523628
113.886706,22.508885
113.914712,22.552504000000006
113.87124,22.576857
113.931542,22.587082
113.859166,22.580747
113.953988,22.565956
113.928069,22.579902
113.918382,22.492875
113.983596,22.622149
113.921566,22.508777
113.973066,22.623191
113.921614,22.507381
113.948642,22.582393
113.861427,22.583902
113.942512,22.621093
113.940899,22.626875
113.878217,22.557118
113.935349,22.520068
113.885488,22.563693
113.938084,22.572847
113.857732,22.604769
113.970144,22.630823
113.961807,22.592076
113.938539,22.541268
113.93257,22.488775
113.927877,22.5021
113.941263,22.549296
113.868528,22.565441
113.86795,22.596931
113.907852,22.55719
113.870009,22.555268
113.948121,22.583376
113.919485,22.527738
113.92445,22.532083
113.871673,22.572181
113.971908,22.559564
113.869938,22.580179
113.914193,22.575288
113.921731,22.509834
113.944315,22.583091
113.925951,22.517224
113.919644,22.501632
113.951148,22.576182
113.925381,22.527257
113.935235,22.487835
113.906378,22.557543
113.869728,22.55229
113.891251,22.573125
113.849148,22.607095
113.923152,22.528606
113.921547,22.512864
113.860611,22.587644
113.921665,22.507723
113.871175,22.57678
113.959223,22.572
113.932205,22.515335
113.95416000000002,22.579026
113.889323,22.50642
113.900503,22.558566
113.983421,22.55063
113.942819,22.533149
113.866759,22.570406
113.865702,22.604404
113.940698,22.626841
113.898337,22.559475
113.94293,22.581985
113.948028,22.587346
113.874603,22.586792000000006
113.9708,22.581255
113.934211,22.487343
113.864049,22.583103
113.944507,22.559272
113.943668,22.583435
113.934989,22.489488
113.936284,22.547363
113.93058,22.514934
113.95063600000002,22.566032
113.919422,22.489388
113.868308,22.565113
113.85562,22.618865
113.93828899999998,22.628278
113.930034,22.516314
113.865615,22.604222
113.928509,22.527284
113.916816,22.517314
113.860827,22.617325
113.989684,22.591073
113.941956,22.508338
113.863416,22.612705
113.917943,22.509091
113.867148,22.56985
113.961311,22.591782
113.91712,22.581185
113.878758,22.554282
113.91678799999998,22.582381
113.860492,22.603705
113.847698,22.607119
113.863128,22.588342
113.94773899999998,22.587634
113.913057,22.552303
113.92203700000002,22.51229
113.91625,22.508094
113.956202,22.559362
113.936838,22.52003
113.924199,22.531026
113.880602,22.569687
113.865872,22.567717
113.937954,22.527158
113.880405,22.566036
113.867663,22.569189
113.868004,22.596171
113.85481,22.588772
113.851982,22.560257
113.871162,22.56239
113.94108,22.507281
113.849859,22.62444
113.875213,22.577734
113.90184,22.557905
113.868961,22.575015
113.935212,22.52187
113.914077,22.574384
113.897473,22.558907
113.86678899999998,22.570419
113.919463,22.503792
113.967617,22.584184
113.909304,22.57194
113.919005,22.532391
113.860458,22.585227
113.93166,22.586027
113.952954,22.562342
113.916848,22.493117
113.908382,22.561434
113.919275,22.535797
113.866521,22.563257
113.88668,22.583949
113.857355,22.584174
113.868235,22.582512
113.921055,22.489068
113.958151,22.578353
113.896918,22.477869
113.852267,22.593444
113.864497,22.587176
113.89068600000002,22.576005
113.881869,22.578193
113.864066,22.617406
113.889504,22.491377
113.912173,22.529062
113.977204,22.619269
113.926268,22.545729
113.96390900000002,22.570667
113.936688,22.493255
113.861428,22.589965
113.891847,22.566932
113.948735,22.534692
113.88563899999998,22.581182
113.936742,22.540172
113.915213,22.578362
113.927483,22.574746
113.864743,22.561876
113.932499,22.485036
113.954133,22.565767
113.860268,22.584524
113.863617,22.587208
113.983452,22.621574
113.970264,22.579467
113.950109,22.538522
113.938168,22.539972
113.948959,22.587733
113.8838,22.598119
113.922093,22.540522
113.91661,22.504654
113.948433,22.576164
113.870529,22.578265
113.947261,22.520657
113.955316,22.557852
113.936081,22.558529
113.915767,22.539345
113.947933,22.535144
113.919207,22.492338
113.864229,22.587353
113.859925,22.570627
113.935545,22.540525
113.934261,22.542577
113.871223,22.579146
113.86158,22.587644
113.859227,22.584171
113.904206,22.568773
113.878257,22.576145
113.922334,22.506869
113.849963,22.563186
113.874933,22.57489
113.948134,22.574583
113.858661,22.586174
113.892049,22.56759
113.913418,22.570417000000006
113.868779,22.561695
113.879705,22.566892000000006
113.917359,22.510373
113.92333,22.515705
113.926317,22.50805
113.949707,22.542039000000006
113.945031,22.584237
113.923321,22.505311
113.86798600000002,22.565082
113.893609,22.493019
113.906464,22.565657
113.88662,22.586001
113.919205,22.514997
113.917258,22.549712
113.852443,22.591007
113.935826,22.559012
113.902118,22.574624
113.933786,22.496841
113.920014,22.502251
113.876945,22.553261
113.912741,22.552283
113.921553,22.507832
113.948508,22.528586
113.984584,22.584711
113.935145,22.494268
113.943292,22.579175
113.87122,22.576759
113.918223,22.538491
113.857314,22.583881
113.878622,22.584831
113.93178,22.516485
113.927521,22.521774
113.94558899999998,22.590112
113.865851,22.625633
113.87755,22.583075
113.860476,22.60345
113.94781100000002,22.515563
113.953962,22.565648
113.955171,22.535088
113.89771299999998,22.565924
113.920543,22.511486
113.952076,22.581473000000006
113.889426,22.505517
113.925875,22.537817
113.875413,22.555223
113.96608799999998,22.571564
113.921223,22.508222
113.885417,22.583424
113.919979,22.527691
113.940877,22.490076
113.860611,22.58086
113.895238,22.599309
113.923809,22.51878
113.922658,22.510256
113.928396,22.49035
113.879408,22.566861
113.865932,22.567759
113.860475,22.586697
113.935563,22.62378
113.983544,22.621337
113.940778,22.62711
113.933322,22.487666
113.928981,22.483854
113.891834,22.56309
113.862432,22.578618
113.907337,22.561612
113.953425,22.566429
113.931701,22.515205
113.9226,22.506277
113.948553,22.583721
113.953984,22.558534
113.954287,22.565654
113.918897,22.527759
113.922706,22.510509
113.932347,22.49146
113.880176,22.559563
113.9537,22.576154
113.94123,22.503643
113.913424,22.577299
113.991683,22.586551
113.940147,22.622622
113.918654,22.527942000000003
113.860221,22.56458
113.967376,22.54672
113.867318,22.570668
113.929854,22.515488
113.875693,22.573068
113.92016,22.538207
113.935445,22.540317
113.859881,22.585473
113.901187,22.555182
113.910628,22.513764
113.89278,22.57702
113.958491,22.582746
113.85815,22.586536
113.909369,22.513754
113.861423,22.572346
113.96561,22.583561
113.9461,22.586091
113.887678,22.581748
113.855883,22.616753
113.983189,22.562142
113.853933,22.588219
113.848794,22.563201
113.881778,22.594263
113.861025,22.613537
113.902069,22.509484
113.86394,22.586954
113.940996,22.624977
113.947876,22.534807
113.981955,22.563148
113.950124,22.543079
113.86554,22.617461
113.920719,22.491299
113.939096,22.543002
113.932053,22.500071
113.858307,22.563767
113.860181,22.570801
113.876529,22.554376
113.897495,22.568253
113.868007,22.580729
113.887582,22.570756
113.913499,22.574934
113.864658,22.586988
113.87699,22.553949
113.9215,22.512164
113.869976,22.578359
113.885938,22.571175
113.888934,22.601565
113.905064,22.57684
113.901236,22.554942
113.948705,22.530418
113.869273,22.563762
113.941254,22.628675
113.866317,22.577216
113.930315,22.482631
113.848717,22.600885
113.943688,22.502425
113.880021,22.598534
113.917632,22.493401
113.871034,22.561565
113.982809,22.550322
113.921016,22.512132
113.953669,22.565746
113.944589,22.527548
113.913717,22.574941
113.925975,22.516336
113.951581,22.569409
113.875404,22.577173
113.927334,22.52274
113.92253999999998,22.507744
113.983368,22.584985
113.892079,22.567629
113.94633799999998,22.519225
113.868346,22.573957
113.921937,22.507817000000006
113.860583,22.571092
113.894647,22.588453
113.94119,22.575016
113.936387,22.506978
113.902671,22.573508
113.877606,22.560364
113.884345,22.586132
113.94244,22.503645
113.923093,22.538141
113.863504,22.558881
113.918663,22.528144
113.925755,22.607807
113.931134,22.518041
113.862904,22.581811
113.969084,22.578357
113.912276,22.550976
113.89188500000002,22.577336
113.872469,22.557435
113.948495,22.582289000000006
113.897821,22.552964000000006
113.863782,22.587054
113.874404,22.574706
113.931047,22.586776
113.860438,22.588374
113.942094,22.546253
113.938754,22.547507
113.945378,22.584636
113.984141,22.557816
113.969496,22.578233
113.864044,22.555599
113.989212,22.597068
113.857415,22.587576
113.864084,22.587544
113.882246,22.594263
113.912337,22.561122
113.86043,22.582969
113.952407,22.558336
113.926276,22.518012
113.928343,22.521619
113.975914,22.538202
113.984422,22.559512
113.903216,22.479904
113.919807,22.493495000000006
113.907774,22.557233
113.852942,22.565044
113.859855,22.620744
113.877003,22.553646
113.854891,22.61974
113.981174,22.621270000000006
113.972964,22.623215
113.921578,22.533558
113.92178,22.511235
113.864793,22.585907
113.905595,22.511896
113.867707,22.566803
113.954333,22.565454000000006
113.866817,22.570267
113.947487,22.588835
113.91741100000002,22.5818
113.870478,22.580023
113.932936,22.482817
113.927293,22.514789
113.882216,22.576081
113.973768,22.557322
113.861185,22.620756
113.961647,22.569205
113.929616,22.509214
113.923553,22.527155
113.916681,22.580838
113.90332,22.57596
113.935701,22.558516
113.898341,22.566119
113.89231399999998,22.577138
113.948258,22.587035
113.883086,22.572255
113.941467,22.501685
113.88988700000002,22.548563
113.944327,22.582314
113.946848,22.587479
113.858818,22.581018
113.923019,22.526873
113.93612,22.558737
113.902476,22.560335
113.872942,22.569124
113.879922,22.573155
113.983844,22.587883
113.990326,22.558262
113.90078,22.582053
113.918543,22.528032
113.877479,22.585812
113.945285,22.539143
113.870061,22.582804
113.936995,22.530175
113.91023,22.5755
113.922221,22.507801
113.904572,22.572273000000006
113.86682,22.570349
113.98228799999998,22.551469
113.94843,22.587042
113.900503,22.553687
113.918826,22.527339
113.863853,22.587016
113.918723,22.527631
113.922843,22.510589000000003
113.870561,22.578208
113.925924,22.52746
113.93533,22.548456
113.969717,22.578737
113.868002,22.564939000000006
113.859079,22.580877
113.932076,22.507149
113.933253,22.503741
113.935924,22.558821
113.949413,22.582564
113.886911,22.58644
113.913864,22.52415
113.921755,22.508042
113.88026200000002,22.562283
113.917917,22.490504
113.872919,22.575818
113.884897,22.582767
113.947338,22.550702
113.92602,22.507938
113.938926,22.59996
113.878869,22.575596
113.884419,22.566608
113.945959,22.586512
113.915289,22.537825
113.85706100000002,22.583644
113.944437,22.500147
113.847605,22.608001
113.922841,22.507901
113.931775,22.586307
113.866551,22.56331
113.880052,22.582335
113.886495,22.586907
113.878891,22.576633
113.947972,22.574601
113.901607,22.554345
113.95301299999998,22.563136
113.873057,22.603018
113.95437,22.565621
113.921644,22.508054
113.952364,22.568849
113.933865,22.486613
113.949575,22.583942
113.925512,22.537934
113.984292,22.561016
113.919024,22.488912
113.946835,22.587709
113.949999,22.53849
113.923616,22.509003
113.866573,22.567843
113.940278,22.532693
113.88564,22.589949
113.954576,22.583761
113.948308,22.588412
113.918998,22.53276
113.917849,22.493201000000006
113.86288799999998,22.572554
113.947792,22.578874
113.89648400000002,22.528142000000006
113.868493,22.561439
113.861602,22.581003
113.860545,22.563811
113.914006,22.539963
113.901053,22.55519
113.889273,22.549594
113.983647,22.559983
113.92341,22.48696
113.920587,22.514306
113.865225,22.55426
113.85987,22.617446
113.913617,22.514321
113.885307,22.583419
113.859786,22.562471
113.93835,22.597588
113.954186,22.565575
113.869352,22.578209
113.967773,22.593241
113.984066,22.587899
113.982721,22.585885
113.857065,22.57213
113.92768,22.515551
113.97208700000002,22.550942000000006
113.86449,22.604744
113.970555,22.559046
113.914963,22.524447
113.849764,22.624025
113.943991,22.581442000000006
113.954173,22.562905
113.954749,22.568192
113.919,22.492685
113.948154,22.583656
113.966512,22.593784
113.922645,22.506516
113.983316,22.551109
113.879141,22.566635
113.898457,22.560138
113.933683,22.485006
113.851875,22.620429
113.939125,22.541179
113.864086,22.555333
113.982889,22.562207
113.85737,22.60383
113.992752,22.539354
113.88165,22.591042
113.885867,22.571117
113.945877,22.510941
113.959161,22.571261
113.938324,22.542632
113.85908899999998,22.580697
113.86561100000002,22.617282
113.874903,22.571522
113.922238,22.533607
113.946412,22.585438
113.872259,22.557159
113.944244,22.572411
113.958544,22.571322
113.874285,22.586521
113.869599,22.563343
113.932098,22.515666
113.921921,22.506647
113.965983,22.546713
113.882416,22.564562
113.904757,22.544344
113.89251000000002,22.588467
113.879793,22.550306
113.92306,22.539918
113.880687,22.586292
113.937984,22.574032
113.871253,22.5768
113.992076,22.539997
113.973686,22.588165
113.853908,22.561947
113.98699,22.543156
113.871889,22.565865
113.917859,22.516035
113.933825,22.48732
113.938846,22.542822
113.868272,22.568432
113.983663,22.584841
113.926835,22.499852
113.969239,22.582225
113.918954,22.490837
113.875477,22.577163
113.889028,22.565827
113.921045,22.512012
113.959917,22.568663
113.900691,22.549111
113.874645,22.586376
113.86346100000002,22.583647
113.86261,22.572407
113.943918,22.577973
113.866574,22.622785
113.89508899999998,22.58356
113.901009,22.55629
113.931487,22.587123
113.873345,22.578808
113.991138,22.560213
113.972981,22.623199
113.870721,22.602674
113.933464,22.489038
113.936688,22.520648
113.936461,22.630578
113.861383,22.60118
113.921214,22.503365
113.892079,22.589061
113.950199,22.53842
113.876095,22.577501
113.933685,22.487399
113.894079,22.589087
113.87882,22.558559
113.935632,22.523663
113.902757,22.471494
113.945655,22.582744
113.902652,22.573431
113.939026,22.520212
113.860724,22.587015
113.860209,22.570613
113.929428,22.480486
113.942585,22.527695
113.941595,22.541025
113.92096399999998,22.507635
113.861496,22.574998
113.92336,22.486847
113.922389,22.5013
113.889527,22.559568
113.952477,22.558303
113.9274,22.57616
113.923914,22.526492
113.985268,22.619102
113.871835,22.576211
113.913734,22.574829
113.865903,22.576266
113.92975,22.483553
113.854449,22.572306
113.926387,22.526134
113.894292,22.500307
113.872674,22.559418
113.921487,22.511778
113.950547,22.583888
113.981318,22.550948
113.878593,22.577326
113.942284,22.5354
113.871095,22.576722
113.937036,22.530047
113.863835,22.583517
113.953838,22.540721
113.919129,22.572461
